task,seed,outer_fold,control_prior,control_display,lambda_fc,lambda_l,fp_r_matched,fp_r_control,fp_delta_r,fp_rmse_matched,fp_rmse_control,fp_mae_matched,fp_mae_control,fused_r_matched,fused_r_control,fused_delta_r,fused_rmse_matched,fused_rmse_control,fused_mae_matched,fused_mae_control,w_fp,w_sc
working_memory,6,2,shuffled,Shuffled,0.1,5.0,0.040462723353303025,0.042846215099354226,0.0023834917460512015,12.818865204409818,12.954185684248062,10.899021002654614,10.944308664548009,0.03905807648500363,0.04163492507169815,0.002576848586694519,12.676120164607148,12.78052951055797,10.79757799419627,10.834290543517078,0.9,0.1
working_memory,6,3,shuffled,Shuffled,0.1,0.5,0.33719362970331057,0.2981580630259969,-0.03903556667731367,10.453572145474133,10.789231982338794,7.977503441906107,8.302964833869625,0.3431016589471793,0.3054443262943797,-0.037657332652799635,10.302766935298788,10.594529517845608,7.824892709727432,8.130524301122646,0.9,0.1
working_memory,6,4,shuffled,Shuffled,0.1,5.0,0.46939258683616936,0.48531563399192457,0.01592304715575521,11.038894238352993,10.922017885704728,9.159982470271558,9.296273661318706,0.2811678535307342,0.29764033456356465,0.016472481032830444,12.028655578702228,11.946028937912818,9.78464420848633,9.735547889812883,0.2,0.8
working_memory,7,0,shuffled,Shuffled,0.1,5.0,0.2603160344936237,0.21398718189497146,-0.04632885259865227,11.856115552748696,12.158530704216465,8.984333456740103,9.194222795848827,0.2603160344936237,0.21398718189497146,-0.04632885259865227,11.856115552748696,12.158530704216465,8.984333456740103,9.194222795848827,1.0,0.0
working_memory,7,1,shuffled,Shuffled,0.01,5.0,0.25968347948010634,0.29148964693855006,0.031806167458443724,11.811961449524423,11.891676072219923,9.880564301248686,10.047005810555259,0.24475449656726853,0.28275155400355234,0.037997057436283815,11.03519559755773,10.941600638490824,9.176757753964683,9.069529317507225,0.75,0.25
working_memory,7,2,shuffled,Shuffled,0.1,1.0,0.15611361154678483,0.09687007255079208,-0.059243538995992745,12.428538035164578,12.972014919620799,9.895622321122932,10.30395474199592,0.18860205884720466,0.14049646478139632,-0.04810559406580833,11.834448926657888,12.124941510136487,9.408822634391385,9.69154232689422,0.65,0.35
working_memory,7,3,shuffled,Shuffled,0.1,5.0,0.4385332270944563,0.3884087059999422,-0.050124521094514096,10.5426642793996,10.928075128474175,9.068580505724123,9.336231605691651,0.34194506382130485,0.32078898315631066,-0.021156080664994192,11.070974530060354,11.148393968220441,9.404781895465467,9.487800228154402,0.55,0.45
working_memory,7,4,shuffled,Shuffled,0.1,5.0,0.2454039695111192,0.2654391435228518,0.020035174011732604,11.628307894819459,11.578391133217128,9.584938531855531,9.569800765887324,0.25889338262594574,0.275856119092348,0.01696273646640223,11.201090464314026,11.153640451704648,9.328101440748062,9.370590914820054,0.75,0.25
working_memory,8,0,shuffled,Shuffled,1.0,5.0,0.18588058190678028,0.17785614834512228,-0.008024433561657995,11.368159480082996,11.396901320233399,9.19534029743758,9.212376201906574,0.18801975680259475,0.18885712478152306,0.0008373679789283051,11.37376895863205,11.364972160942198,9.29550454596708,9.294033260671213,0.55,0.45
working_memory,8,1,shuffled,Shuffled,0.001,5.0,0.2823403905225489,0.25858357959464323,-0.02375681092790566,12.703142186088344,12.962028500519343,10.55224304256518,10.557663064621961,0.30566180741029414,0.2809884645618018,-0.02467334284849232,11.943799231863357,12.200719893934304,9.936155257192542,9.897834660859342,0.85,0.15
