edge_index,roi_i_0based,roi_j_0based,roi_i_1based,roi_j_1based,mean_signed_coef,mean_abs_coef,median_abs_coef,rank_mean_abs,roi_i_name,roi_j_name,top10_frequency,top20_frequency,top50_frequency,sign_consistency
5527,67,101,68,102,-0.03320969855521165,0.03350762221634869,0.01597613711921698,121,Precuneus_R,Cerebelum_7b_R,0.0,0.0,0.08,0.9
3387,34,73,35,74,0.03333685717919115,0.03333685717919115,0.020353607509245267,122,Cingulum_Post_L,Putamen_R,0.0,0.02,0.04,1.0
2959,29,60,30,61,-0.03314157236368235,0.03314157236368235,0.019640862207624253,123,Insula_R,Parietal_Inf_L,0.0,0.02,0.06,1.0
3081,30,97,31,98,-0.03310669172660932,0.03310669172660932,0.020674645053393326,124,Cingulum_Ant_L,Cerebelum_4_5_R,0.0,0.0,0.06,1.0
1221,11,23,12,24,0.03256761930956683,0.032989364746116315,0.01801480190161366,125,Frontal_Inf_Oper_R,Frontal_Sup_Medial_R,0.0,0.02,0.08,0.98
3500,35,106,36,107,0.032962201645908275,0.032962201645908275,0.01728892143949955,126,Cingulum_Post_R,Cerebelum_10_L,0.0,0.04,0.14,1.0
5511,67,85,68,86,0.03294933812574645,0.03294933812574645,0.017575729988485205,127,Precuneus_R,Temporal_Mid_R,0.0,0.02,0.02,1.0
2316,22,40,23,41,-0.03294237079312256,0.03294237079312256,0.02313665481451649,128,Frontal_Sup_Medial_L,Amygdala_L,0.0,0.0,0.0,1.0
3695,38,67,39,68,0.03284559563955439,0.03290313701542313,0.024086496412905868,129,ParaHippocampal_L,Precuneus_R,0.0,0.0,0.06,0.98
3014,29,115,30,116,-0.032874197015264235,0.032874197015264235,0.018062812827980744,130,Insula_R,Vermis_10,0.0,0.0,0.02,1.0
6533,98,115,99,116,-0.03273370601566786,0.03273370601566786,0.022911789858676562,131,Cerebelum_6_L,Vermis_10,0.0,0.0,0.04,1.0
6062,80,103,81,104,-0.03270213911371404,0.03270213911371404,0.01916910724576775,132,Temporal_Sup_L,Cerebelum_8_R,0.0,0.0,0.04,1.0
3576,36,103,37,104,0.032678579066060975,0.032678579066060975,0.024721129848306413,133,Hippocampus_L,Cerebelum_8_R,0.0,0.0,0.0,1.0
6625,106,107,107,108,-0.032388522866585855,0.03252950545557564,0.01570931934108068,134,Cerebelum_10_L,Cerebelum_10_R,0.0,0.02,0.08,0.94
3293,33,60,34,61,-0.03245027016895853,0.03245963928978508,0.017925441465125,135,Cingulum_Mid_R,Parietal_Inf_L,0.0,0.0,0.06,0.98
3454,35,60,36,61,-0.032127579342285446,0.032127579342285446,0.019508708767560945,136,Cingulum_Post_R,Parietal_Inf_L,0.0,0.0,0.02,1.0
6399,92,98,93,99,-0.03184630273854777,0.031921208729671025,0.016838473462622877,137,Cerebelum_Crus2_L,Cerebelum_6_L,0.0,0.0,0.04,0.94
6640,107,114,108,115,-0.031910987379120924,0.031910987379120924,0.017871904041147788,138,Cerebelum_10_R,Vermis_9,0.0,0.0,0.02,1.0
5917,76,104,77,105,-0.03182741702883662,0.03182741702883662,0.025096595170544012,139,Thalamus_L,Cerebelum_9_L,0.0,0.0,0.0,1.0
