target,model,regime,seed,fold,abstained,top10,top5,bottom10,bottom5,random10_mean,random5_mean,top10_minus_random10
FI,B1,B,7474,0,0,0.07140106848889083,0.09521464548863978,0.12701878592319904,0.049063902568712514,0.03420418442614895,0.009165504348351856,0.03719688406274188
FI,B1,B,7474,1,0,-0.09033063628000892,-0.12016616517611478,0.006246791702110954,0.024750549463243843,-0.010967333770722485,-0.008952131600298533,-0.07936330250928644
FI,B1,B,7474,2,0,0.14805877727226857,0.07160342353139892,0.03145946337593397,0.03881078765527679,0.03985479041716767,0.01572028112501602,0.10820398685510091
FI,B1,B,7474,3,0,0.19920225657647794,0.07509413715733171,0.018727474985849035,-0.0002477465986032712,0.05911777975898676,0.03171390167489311,0.1400844768174912
FI,B1,B,7474,4,0,0.08305530267773431,0.06154795123445744,-0.11697126313839412,-0.0632331129808632,0.015164997090542762,0.005330773741669068,0.06789030558719154
FI,B1,B,7575,0,1,,,,,,,
FI,B1,B,7575,1,0,0.040560043834017456,0.04909724410564564,-0.019646408530331172,-0.01008333040215792,0.01130308016153755,0.001628203856678141,0.029256963672479906
FI,B1,B,7575,2,0,0.07951851646139829,-0.0064172891527576326,0.04814960261563961,0.018804080482702545,0.05956762025385437,0.03435857853205327,0.019950896207543922
FI,B1,B,7575,3,0,-0.013524139069713392,0.02397475993586884,0.012676337357272693,0.05109231910203427,0.019102029401260427,0.00615567921621742,-0.03262616847097382
FI,B1,B,7575,4,0,-0.024615943737597235,-0.04661154501157405,-0.027715827989108988,-0.02732014497372859,0.020372653847755204,0.009502076120902307,-0.04498859758535244
